Player,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Billy Harris,L,R,71,19,19,38,-21,48,0.54,13,23,6,14,0,1,1,3,142,13.4,,
Mark Hunter,R,R,79,18,20,38,-22,230,0.48,12,25,6,13,0,0,0,1,124,14.5,,
Mikael Renberg,L,R,67,16,22,38,1,42,0.57,10,26,6,12,0,0,0,2,138,11.6,,0.0
Jason Robertson,L,L,45,14,24,38,1,2,0.84,8,22,6,16,0,0,0,2,119,11.8,,
Matt Cooke,L,L,110,13,25,38,5,141,0.35,12,33,1,3,0,2,0,1,132,9.9,,38.8
Tom McCarthy,L,L,68,12,26,38,-11,67,0.56,7,20,5,17,0,1,0,1,102,11.8,,
Andrew Ference,L,D,120,8,30,38,11,122,0.32,6,26,2,11,0,1,0,2,176,4.6,,
Nick Leddy,L,D,130,8,30,38,2,14,0.29,6,29,2,9,0,0,0,0,149,5.4,,
Bill White,R,D,91,7,31,38,-5,76,0.42,5,28,1,7,1,3,0,2,154,4.6,,
Ryan Ellis,R,D,74,7,31,38,3,30,0.51,5,32,2,6,0,0,0,1,151,4.6,,
James Patrick,R,D,117,6,32,38,-10,86,0.32,3,18,3,20,0,0,0,1,134,4.5,,
Mario Marois,R,D,100,4,34,38,-2,182,0.38,3,22,1,15,0,1,0,1,177,2.3,,
Red Berenson,L,C,85,23,14,37,-14,49,0.44,14,22,7,11,2,4,0,2,218,10.6,,
Mud Bruneteau,R,R,72,23,14,37,0,18,0.51,21,34,2,3,0,0,2,6,,,,
Joe Carveth,R,R,72,21,16,37,0,28,0.51,20,34,1,3,0,0,0,3,,,,
Bill Goldsworthy,R,R,40,18,19,37,4,30,0.93,13,26,5,11,0,0,1,4,144,12.5,,
Andy McDonald,L,C,56,18,19,37,5,28,0.66,9,19,9,18,0,0,0,1,167,10.8,,57.2
Vincent Trocheck,R,C,56,17,20,37,14,42,0.66,9,20,7,14,1,3,1,1,126,13.5,,54.2
George Ferguson,R,C,86,14,23,37,-7,44,0.43,14,31,0,5,0,1,1,3,146,9.6,,
Alec Martinez,L,D,131,14,23,37,22,47,0.28,8,25,6,12,0,0,2,5,194,7.2,,
Eric Nesterenko,R,R,124,13,24,37,-12,127,0.3,12,30,0,1,1,6,0,1,140,,,
Viktor Arvidsson,R,L,72,13,24,37,-7,41,0.51,12,29,1,8,0,0,1,3,187,7.0,,38.7
Shawn McEachern,L,L,97,12,25,37,-2,62,0.38,10,35,2,2,0,0,0,1,182,6.6,,45.9
Dainius Zubrus,L,C,106,12,25,37,1,78,0.35,9,28,3,9,0,0,0,3,159,7.6,,52.9
Tomas Jonsson,L,D,80,11,26,37,26,97,0.46,4,18,7,19,0,0,0,0,137,8.0,,
Mike Green,R,D,76,10,27,37,-3,85,0.49,4,19,6,17,0,1,1,2,170,5.9,,
Guy Chouinard,R,C,46,9,28,37,-7,12,0.8,6,17,3,20,0,0,0,0,126,7.1,,
Tom Bladon,R,D,86,8,29,37,-10,72,0.43,3,15,5,22,0,0,0,1,156,5.1,,
Mike Ramsey,L,D,115,8,29,37,1,176,0.32,6,30,2,7,0,0,0,3,122,6.6,,
Todd Gill,L,D,103,7,30,37,-7,193,0.36,4,20,2,15,1,2,1,1,148,4.7,,
Dmitry Orlov,L,D,92,4,33,37,-7,40,0.4,4,29,0,7,0,1,0,0,143,2.8,,
Thomas Vanek,R,L,69,21,15,36,-17,26,0.52,10,22,11,14,0,0,0,2,142,14.8,,26.9
James van Riemsdyk,L,L,82,21,15,36,-15,22,0.44,14,26,7,10,0,0,0,2,228,9.2,,29.4
Jimmy Roberts,R,R,153,20,16,36,15,160,0.24,17,27,0,5,3,4,0,3,256,7.8,,
Gary Dornhoefer,R,R,80,17,19,36,13,203,0.45,12,27,4,8,1,1,1,4,105,16.2,,
Brian Noonan,R,R,71,17,19,36,-5,77,0.51,11,23,6,12,0,1,0,2,134,12.7,,
Frank Boucher,L,C,55,16,20,36,0,12,0.65,2,6,0,2,0,0,2,6,,,,
Dave Lowry,L,L,111,16,20,36,-12,181,0.32,11,29,4,6,1,1,1,2,148,10.8,,28.6
Erik Haula,L,L,73,16,20,36,-18,56,0.49,13,28,3,7,0,1,1,3,139,11.5,,51.8
Nino Niederreiter,L,R,92,16,20,36,-31,62,0.39,14,30,2,6,0,0,1,6,177,9.0,,37.2
Bill Hay,L,C,67,15,21,36,-3,60,0.54,8,23,6,12,1,1,0,5,167,,,
Buddy O'Connor,R,C,53,15,21,36,0,6,0.68,11,27,4,9,0,0,0,2,,,,
Alexander Steen,L,L,91,15,21,36,-8,62,0.4,10,21,3,13,2,2,2,4,177,8.5,,35.3
Nathan Horton,R,R,43,15,21,36,31,49,0.84,12,29,3,7,0,0,2,6,90,16.7,,40.0
Andrei Svechnikov,L,R,51,15,21,36,10,61,0.71,12,24,3,12,0,0,0,1,134,11.2,,50.0
Keith Crowder,R,R,85,14,22,36,10,218,0.42,12,32,2,4,0,0,0,1,129,10.9,,
Dennis Maruk,L,C,34,14,22,36,-5,26,1.06,8,18,5,17,1,1,1,1,80,17.5,,
Markus Naslund,L,L,52,14,22,36,-7,56,0.69,7,18,7,18,0,0,0,1,157,8.9,,16.7
Mike Murphy,R,R,66,13,23,36,-18,54,0.55,7,22,5,13,1,1,1,1,112,11.6,,
Dmitri Mironov,R,D,75,10,26,36,-11,48,0.48,1,10,9,26,0,0,0,0,118,8.5,,
Dan Girardi,R,D,143,8,28,36,0,42,0.25,5,28,3,7,0,1,1,4,182,4.4,,
Jaccob Slavin,L,D,71,7,29,36,34,10,0.51,7,32,0,3,0,1,0,0,128,5.5,,
Keith Yandle,L,D,58,6,30,36,-2,26,0.62,5,18,1,18,0,0,0,0,105,5.7,,
Keith Brown,R,D,103,4,32,36,13,184,0.35,3,24,1,10,0,2,0,0,142,2.8,,
Valeri Nichushkin,L,R,72,23,12,35,1,26,0.49,17,28,6,7,0,0,0,4,170,13.5,,33.3
Andy Bathgate,R,R,54,21,14,35,-7,56,0.65,9,18,11,14,1,3,0,2,119,,,
Paul MacLean,R,R,53,21,14,35,-29,104,0.66,9,18,12,17,0,0,0,1,108,19.4,,
Bryan Rust,R,R,79,21,14,35,6,32,0.44,19,30,2,5,0,0,0,4,142,14.8,,58.8
Al Iafrate,L,D,71,19,16,35,1,77,0.49,10,17,9,17,0,1,0,3,183,10.4,,
Wilf Paiement,L,R,69,18,17,35,-15,185,0.51,13,20,5,14,0,1,1,1,147,12.2,,
Charlie Conacher,R,R,49,17,18,35,0,51,0.71,4,10,6,14,0,0,0,5,,,,
